budget,N,K,M,d,k,D,latent_dim,chart_version,o3_chart,generator_atom_count,generator_atom_slots,seed,oracle_evaluations,generator_sampling,selection_metric,phase1_max,new_points_max,new_points_improvement,max_of_K,top_k_mean,mean_of_K,best_structure,output_dir,generator,msa_cache,runtime
n20_k2,20,2,10,5,2,3552,3552,latent-spaces-by-example-kr-0.1.2,knothe_rosenblatt_positive_unit_hypersphere,1134,1184,833980046,20,deterministic_pf_ode,oracle_tm_score,0.9026031320063481,0.8658220921391293,-0.03678103986721881,0.9026031320063481,0.8950256701964033,0.8950256701964033,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/o3/runs/codex_example_20260907/seed_833980046/phase1/sample_0007.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/o3/runs/codex_example_20260907/seed_833980046,"{'adapter': 'Boltz2PFODEAdapter', 'latent_dim': 3552, 'atom_count': 1134, 'atom_slots': 1184, 'recycling_steps': 3, 'sampling_steps': 200, 'step_scale': 1.0, 'stochastic_gamma_0': 0.8, 'explicit_latent': True, 'subsample_msa': False, 'num_subsampled_msa': 1024, 'inference_precision': '32', 'no_kernels': True, 'checkpoint': {'path': '/home/thanh/budgetting-O3/.boltz/boltz2_conf.ckpt', 'exists': True, 'size_bytes': 2286561469, 'sha256': '090e82ac8c92f5e943fa1b39e7410a44027bea7243c0bbb3caa67a77fc1428e1'}}","{'input_msa_path': None, 'input_msa_sha256': None, 'processed_dir': '/mnt/SSD3/Chase/budgetting O3/data/boltz2_1cll/o3cache_ad2d19683ebd02b3', 'processing_fingerprint': 'ad2d19683ebd02b3e22facde756dfe6fdd17d7313b086bf5ec9af0c11e3dea14', 'msa_sha256': 'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855', 'manifest_sha256': '5566389c8b3891fa18c38709b6c2424637ffc7c00cbde71aa42f7720a8b3815f', 'msa_ids': [-1], 'has_msa': False, 'use_msa_server': False, 'server_url': None}","{'python': '3.12.14', 'platform': 'Linux-4.15.0-142-generic-x86_64-with-glibc2.23', 'torch': '2.5.1+cu118', 'cuda': '11.8', 'cuda_available': True, 'gpu': 'NVIDIA GeForce GTX TITAN X'}"
