run_seed,N,K,mean_of_K,max_of_K
1156948668,50,5,0.7717133893651329,0.8215745902764557
1468070709,50,5,0.7663602461963885,0.7807395726161421
1693878717,50,5,0.8007764028294024,0.8833235740242105
927234936,50,5,0.7697366185217215,0.7967766198774155
799272582,50,5,0.7815287219227283,0.8672662817393302
