index,stage,score,structure,latent_file,budget,seed
0,best_k_of_n,0.3347799390838942,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/random/sample_0000.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/latents/latent_0000.npy,n100_k10,20250117
1,best_k_of_n,0.4085803078667034,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/random/sample_0001.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/latents/latent_0001.npy,n100_k10,20250117
2,best_k_of_n,0.33949591973200915,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/random/sample_0002.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/latents/latent_0002.npy,n100_k10,20250117
3,best_k_of_n,0.34748672073398584,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/random/sample_0003.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/latents/latent_0003.npy,n100_k10,20250117
4,best_k_of_n,0.3370444794694646,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/random/sample_0004.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/latents/latent_0004.npy,n100_k10,20250117
5,best_k_of_n,0.3549979910812358,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/random/sample_0005.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/latents/latent_0005.npy,n100_k10,20250117
6,best_k_of_n,0.39797974986389817,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/random/sample_0006.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/latents/latent_0006.npy,n100_k10,20250117
7,best_k_of_n,0.3234762141259027,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/random/sample_0007.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/latents/latent_0007.npy,n100_k10,20250117
8,best_k_of_n,0.38828917422710224,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/random/sample_0008.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/latents/latent_0008.npy,n100_k10,20250117
9,best_k_of_n,0.4629769272048882,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/random/sample_0009.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/30jr/n100_k10/runs/30jr_paired_r2/stochastic/seed_20250117/latents/latent_0009.npy,n100_k10,20250117
