sample_index,sample_seed,run_seed,tm_score,structure,rank,selected
30,1523354584,927234936,0.7967766198774155,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0030/sample_0030.pdb,1,True
6,1523354560,927234936,0.7795673449065147,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0006/sample_0006.pdb,2,True
36,1523354590,927234936,0.7770058689179286,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0036/sample_0036.pdb,3,True
32,1523354586,927234936,0.7495460660063239,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0032/sample_0032.pdb,4,True
19,1523354573,927234936,0.7457871929004248,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0019/sample_0019.pdb,5,True
29,1523354583,927234936,0.7396115463460515,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0029/sample_0029.pdb,6,False
34,1523354588,927234936,0.6767864047743445,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0034/sample_0034.pdb,7,False
18,1523354572,927234936,0.6653547631581609,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0018/sample_0018.pdb,8,False
23,1523354577,927234936,0.6643985545227782,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0023/sample_0023.pdb,9,False
45,1523354599,927234936,0.6132933288396405,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0045/sample_0045.pdb,10,False
47,1523354601,927234936,0.5612780921715177,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0047/sample_0047.pdb,11,False
38,1523354592,927234936,0.5243082216377544,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0038/sample_0038.pdb,12,False
17,1523354571,927234936,0.5005263483278103,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0017/sample_0017.pdb,13,False
40,1523354594,927234936,0.5002631952449202,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_927234936/samples/sample_0040/sample_0040.pdb,14,False
