target,seed,stochastic_total_mean,pfode_total_mean,mean_paired_delta,stochastic_mean_of_K,pfode_mean_of_K,stochastic_max_of_K,pfode_max_of_K
30JR,20250117,0.36799048355410363,0.3436299048257531,-0.024360578728350513,0.4606892117819303,0.4014476531399011,0.5546806304501237,0.43199826399026225
30JR,20251126,0.35930823901723263,0.3434058411100888,-0.01590239790714385,0.42373948296957586,0.3910682535446536,0.4711222420547535,0.454216728197894
