seed,N,K,mean_of_K,max_of_K
1826899933,20,2,0.8162163946853973,0.8177727136271749
408952644,20,2,0.8243052439777483,0.8243486609036632
1847648099,20,2,0.8450565812769248,0.8450651175926851
1559808369,20,2,0.83609079326799,0.851911916052345
2123994547,20,2,0.7821070669652128,0.800949753185148
