run_seed,N,K,mean_of_K,max_of_K
1826899933,20,2,0.768010849887103,0.7736290955457501
408952644,20,2,0.7100491334998376,0.7229016708694744
1847648099,20,2,0.7411931015566767,0.759129010887277
1559808369,20,2,0.8015115965080517,0.8137020131215587
2123994547,20,2,0.7483107739001994,0.7580552807225392
