run_seed,N,K,mean_of_K,max_of_K
2139874892,100,10,0.7303079562093671,0.8262786957458363
1269247094,100,10,0.7163530218424193,0.8061080369311081
1326055816,100,10,0.6771742138498482,0.7755481785961965
588726372,100,10,0.71185931892291,0.8078558878995579
1544345179,100,10,0.7098020576976092,0.7776702289800101
