seed,N,K,mean_of_K,max_of_K
1156948668,50,5,0.8613115328571865,0.8621079292470197
1468070709,50,5,0.9143978247596609,0.9184402083979832
1693878717,50,5,0.8626136978310308,0.8633008344483601
927234936,50,5,0.8511716256937201,0.9119522303515097
799272582,50,5,0.8749224417227914,0.875131124967711
