sample_index,sample_seed,run_seed,tm_score,structure,rank,selected
26,3913689996,1156948668,0.8215745902764557,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0026/sample_0026.pdb,1,True
23,3913689993,1156948668,0.7884320335823302,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0023/sample_0023.pdb,2,True
6,3913689976,1156948668,0.7635398261537056,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0006/sample_0006.pdb,3,True
12,3913689982,1156948668,0.7569662195234446,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0012/sample_0012.pdb,4,True
7,3913689977,1156948668,0.7280542772897285,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0007/sample_0007.pdb,5,True
41,3913690011,1156948668,0.7080162608180922,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0041/sample_0041.pdb,6,False
33,3913690003,1156948668,0.7042208801414163,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0033/sample_0033.pdb,7,False
46,3913690016,1156948668,0.7013870002605266,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0046/sample_0046.pdb,8,False
14,3913689984,1156948668,0.6748212324319701,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0014/sample_0014.pdb,9,False
9,3913689979,1156948668,0.6675745983470376,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0009/sample_0009.pdb,10,False
11,3913689981,1156948668,0.6591130655064252,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0011/sample_0011.pdb,11,False
37,3913690007,1156948668,0.6211061843392514,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0037/sample_0037.pdb,12,False
39,3913690009,1156948668,0.5371916178279975,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0039/sample_0039.pdb,13,False
36,3913690006,1156948668,0.5349586281042666,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0036/sample_0036.pdb,14,False
3,3913689973,1156948668,0.5175462937030054,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0003/sample_0003.pdb,15,False
13,3913689983,1156948668,0.5150699122202353,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0013/sample_0013.pdb,16,False
27,3913689997,1156948668,0.5055758240338347,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0027/sample_0027.pdb,17,False
47,3913690017,1156948668,0.48084861694164843,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0047/sample_0047.pdb,18,False
25,3913689995,1156948668,0.4770281738764196,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0025/sample_0025.pdb,19,False
19,3913689989,1156948668,0.47408068139388415,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0019/sample_0019.pdb,20,False
15,3913689985,1156948668,0.4685710915381104,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0015/sample_0015.pdb,21,False
28,3913689998,1156948668,0.46809113485492493,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0028/sample_0028.pdb,22,False
8,3913689978,1156948668,0.4661397358693616,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0008/sample_0008.pdb,23,False
45,3913690015,1156948668,0.46583007596092596,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0045/sample_0045.pdb,24,False
48,3913690018,1156948668,0.46323161604470253,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0048/sample_0048.pdb,25,False
40,3913690010,1156948668,0.4627038819938206,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0040/sample_0040.pdb,26,False
38,3913690008,1156948668,0.4617720348581863,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0038/sample_0038.pdb,27,False
16,3913689986,1156948668,0.4605905734411066,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0016/sample_0016.pdb,28,False
43,3913690013,1156948668,0.46058550612555355,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0043/sample_0043.pdb,29,False
29,3913689999,1156948668,0.4603593635910952,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0029/sample_0029.pdb,30,False
31,3913690001,1156948668,0.46018973402454616,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0031/sample_0031.pdb,31,False
21,3913689991,1156948668,0.45985990105400515,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0021/sample_0021.pdb,32,False
34,3913690004,1156948668,0.4579086419559284,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0034/sample_0034.pdb,33,False
30,3913690000,1156948668,0.4579028403316962,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0030/sample_0030.pdb,34,False
20,3913689990,1156948668,0.45776749355295476,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0020/sample_0020.pdb,35,False
49,3913690019,1156948668,0.4566195216038074,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0049/sample_0049.pdb,36,False
44,3913690014,1156948668,0.45639107151464753,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0044/sample_0044.pdb,37,False
24,3913689994,1156948668,0.45492005184829254,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0024/sample_0024.pdb,38,False
4,3913689974,1156948668,0.45465393167443896,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0004/sample_0004.pdb,39,False
18,3913689988,1156948668,0.453505921914089,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0018/sample_0018.pdb,40,False
2,3913689972,1156948668,0.4534981487737004,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0002/sample_0002.pdb,41,False
0,3913689970,1156948668,0.4524334605843646,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0000/sample_0000.pdb,42,False
35,3913690005,1156948668,0.45242727055126913,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0035/sample_0035.pdb,43,False
10,3913689980,1156948668,0.45118645043960487,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0010/sample_0010.pdb,44,False
32,3913690002,1156948668,0.4501444250053901,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0032/sample_0032.pdb,45,False
42,3913690012,1156948668,0.44500082948574005,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0042/sample_0042.pdb,46,False
17,3913689987,1156948668,0.4444518661393111,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0017/sample_0017.pdb,47,False
1,3913689971,1156948668,0.43720485884581684,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0001/sample_0001.pdb,48,False
22,3913689992,1156948668,0.4048462628190846,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0022/sample_0022.pdb,49,False
5,3913689975,1156948668,0.3836269464205808,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1156948668/samples/sample_0005/sample_0005.pdb,50,False
