sample_index,sample_seed,run_seed,tm_score,structure,inference_precision,batch_seed,batch_start,batch_count,batch_confidence_rank,rank,selected
16,,444290507,0.9084930719298929,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0016/sample_0016.pdb,32,3243007558,16,16,0,1,True
0,,444290507,0.8741491434635246,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0000/sample_0000.pdb,32,3243007542,0,16,0,2,True
80,,444290507,0.7952020790909394,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0080/sample_0080.pdb,32,3243007622,80,16,0,3,True
1,,444290507,0.7796906756449674,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0001/sample_0001.pdb,32,3243007542,0,16,1,4,True
49,,444290507,0.7765804100134226,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0049/sample_0049.pdb,32,3243007590,48,16,1,5,True
81,,444290507,0.7663930029856434,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0081/sample_0081.pdb,32,3243007622,80,16,1,6,True
82,,444290507,0.7608555754681909,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0082/sample_0082.pdb,32,3243007622,80,16,2,7,True
83,,444290507,0.7596512197229045,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0083/sample_0083.pdb,32,3243007622,80,16,3,8,True
18,,444290507,0.7592807910790795,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0018/sample_0018.pdb,32,3243007558,16,16,2,9,True
64,,444290507,0.7419737009445763,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0064/sample_0064.pdb,32,3243007606,64,16,0,10,True
48,,444290507,0.7404132865344608,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0048/sample_0048.pdb,32,3243007590,48,16,0,11,False
66,,444290507,0.7373899155182104,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0066/sample_0066.pdb,32,3243007606,64,16,2,12,False
17,,444290507,0.7309360304514347,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0017/sample_0017.pdb,32,3243007558,16,16,1,13,False
51,,444290507,0.7261173815747648,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0051/sample_0051.pdb,32,3243007590,48,16,3,14,False
65,,444290507,0.7240289309996384,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0065/sample_0065.pdb,32,3243007606,64,16,1,15,False
50,,444290507,0.7140714038653951,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0050/sample_0050.pdb,32,3243007590,48,16,2,16,False
68,,444290507,0.7113968134232214,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0068/sample_0068.pdb,32,3243007606,64,16,4,17,False
32,,444290507,0.6814309003415415,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0032/sample_0032.pdb,32,3243007574,32,16,0,18,False
33,,444290507,0.6774026559386316,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0033/sample_0033.pdb,32,3243007574,32,16,1,19,False
19,,444290507,0.6584545797048936,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0019/sample_0019.pdb,32,3243007558,16,16,3,20,False
67,,444290507,0.644691727544878,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0067/sample_0067.pdb,32,3243007606,64,16,3,21,False
2,,444290507,0.6214764683384579,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0002/sample_0002.pdb,32,3243007542,0,16,2,22,False
36,,444290507,0.5531635733181595,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0036/sample_0036.pdb,32,3243007574,32,16,4,23,False
37,,444290507,0.5489342798622682,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0037/sample_0037.pdb,32,3243007574,32,16,5,24,False
34,,444290507,0.5415618982711901,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_444290507/samples/sample_0034/sample_0034.pdb,32,3243007574,32,16,2,25,False
