index,stage,score,structure,latent_file,budget,seed,u
0,phase1_random,0.6649192949903462,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0000.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0000.npy,n100_k10,588726372,
1,phase1_random,0.44909205982451117,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0001.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0001.npy,n100_k10,588726372,
2,phase1_random,0.8492140213794064,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0002.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0002.npy,n100_k10,588726372,
3,phase1_random,0.7040161482353059,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0003.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0003.npy,n100_k10,588726372,
4,phase1_random,0.45473968895043093,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0004.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0004.npy,n100_k10,588726372,
5,phase1_random,0.5514607713924166,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0005.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0005.npy,n100_k10,588726372,
6,phase1_random,0.4530908743708776,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0006.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0006.npy,n100_k10,588726372,
7,phase1_random,0.6711459082336076,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0007.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0007.npy,n100_k10,588726372,
8,phase1_random,0.6591669032502995,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0008.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0008.npy,n100_k10,588726372,
9,phase1_random,0.674809459047354,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0009.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0009.npy,n100_k10,588726372,
10,phase1_random,0.853154525568263,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0010.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0010.npy,n100_k10,588726372,
11,phase1_random,0.5871772826076497,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0011.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0011.npy,n100_k10,588726372,
12,phase1_random,0.7367293125276233,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0012.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0012.npy,n100_k10,588726372,
13,phase1_random,0.5805857534436673,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0013.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0013.npy,n100_k10,588726372,
14,phase1_random,0.6106465558540776,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0014.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0014.npy,n100_k10,588726372,
15,phase1_random,0.7207358728789588,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0015.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0015.npy,n100_k10,588726372,
16,phase1_random,0.5725665750674994,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0016.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0016.npy,n100_k10,588726372,
17,phase1_random,0.6697930985788908,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0017.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0017.npy,n100_k10,588726372,
18,phase1_random,0.7162547471399934,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0018.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0018.npy,n100_k10,588726372,
19,phase1_random,0.7569196983532473,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0019.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0019.npy,n100_k10,588726372,
20,phase1_random,0.46379783079349335,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/phase1/sample_0020.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/o3/runs/sep09_step1_r5/seed_588726372/latents/latent_0020.npy,n100_k10,588726372,
