sample_index,sample_seed,run_seed,tm_score,structure,inference_precision,batch_seed,batch_start,batch_count,batch_confidence_rank,rank,selected
1,,1739327440,0.7939722046305517,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0001/sample_0001.pdb,32,4047493466,0,16,1,1,True
32,,1739327440,0.7816042912580641,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0032/sample_0032.pdb,32,4047493498,32,16,0,2,True
4,,1739327440,0.7725501315682136,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0004/sample_0004.pdb,32,4047493466,0,16,4,3,True
3,,1739327440,0.7679240417811113,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0003/sample_0003.pdb,32,4047493466,0,16,3,4,True
16,,1739327440,0.7632770221674674,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0016/sample_0016.pdb,32,4047493482,16,16,0,5,True
18,,1739327440,0.7566398879317928,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0018/sample_0018.pdb,32,4047493482,16,16,2,6,True
81,,1739327440,0.7505800862512337,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0081/sample_0081.pdb,32,4047493546,80,16,1,7,True
33,,1739327440,0.7358866977413282,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0033/sample_0033.pdb,32,4047493498,32,16,1,8,True
64,,1739327440,0.7355448441447638,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0064/sample_0064.pdb,32,4047493530,64,16,0,9,True
36,,1739327440,0.7304521746500465,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0036/sample_0036.pdb,32,4047493498,32,16,4,10,True
17,,1739327440,0.7244164895562011,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0017/sample_0017.pdb,32,4047493482,16,16,1,11,False
35,,1739327440,0.723723426110829,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0035/sample_0035.pdb,32,4047493498,32,16,3,12,False
5,,1739327440,0.7218113905735442,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1739327440/samples/sample_0005/sample_0005.pdb,32,4047493466,0,16,5,13,False
