sample_index,sample_seed,run_seed,tm_score,structure,inference_precision,batch_seed,batch_start,batch_count,batch_confidence_rank,rank,selected
32,,1326055816,0.7755481785961965,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0032/sample_0032.pdb,32,1526738116,32,16,0,1,True
65,,1326055816,0.7281514803207292,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0065/sample_0065.pdb,32,1526738148,64,16,1,2,True
18,,1326055816,0.7266137254419813,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0018/sample_0018.pdb,32,1526738100,16,16,2,3,True
82,,1326055816,0.6916422824254653,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0082/sample_0082.pdb,32,1526738164,80,16,2,4,True
0,,1326055816,0.663193931723896,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0000/sample_0000.pdb,32,1526738084,0,16,0,5,True
80,,1326055816,0.6472192577654942,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0080/sample_0080.pdb,32,1526738164,80,16,0,6,True
34,,1326055816,0.6423124244698769,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0034/sample_0034.pdb,32,1526738116,32,16,2,7,True
42,,1326055816,0.6334627236057224,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0042/sample_0042.pdb,32,1526738116,32,16,10,8,True
33,,1326055816,0.6323820287075423,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0033/sample_0033.pdb,32,1526738116,32,16,1,9,True
6,,1326055816,0.6312161054415771,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0006/sample_0006.pdb,32,1526738084,0,16,6,10,True
27,,1326055816,0.6072536378667173,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0027/sample_0027.pdb,32,1526738100,16,16,11,11,False
49,,1326055816,0.5974540860399457,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0049/sample_0049.pdb,32,1526738132,48,16,1,12,False
36,,1326055816,0.59684033972911,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_1326055816/samples/sample_0036/sample_0036.pdb,32,1526738116,32,16,4,13,False
