run_seed,N,K,mean_of_K,max_of_K
538588060,100,10,0.7568501195530999,0.7793296516812303
848447009,100,10,0.7726864657517419,0.8856227810838401
1742467283,100,10,0.8069735769443536,0.8729378043258762
