index,stage,score,structure,latent_file,budget,seed
0,random_pfode,0.7432284934145226,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/random/sample_0000.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/latents/latent_0000.npy,n100_k10,20251126
1,random_pfode,0.46674689424512583,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/random/sample_0001.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/latents/latent_0001.npy,n100_k10,20251126
2,random_pfode,0.5446708370700295,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/random/sample_0002.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/latents/latent_0002.npy,n100_k10,20251126
3,random_pfode,0.7522411047469482,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/random/sample_0003.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/latents/latent_0003.npy,n100_k10,20251126
4,random_pfode,0.7454579832751114,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/random/sample_0004.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/latents/latent_0004.npy,n100_k10,20251126
5,random_pfode,0.7599426554488518,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/random/sample_0005.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/latents/latent_0005.npy,n100_k10,20251126
6,random_pfode,0.572167383957239,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/random/sample_0006.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/latents/latent_0006.npy,n100_k10,20251126
7,random_pfode,0.6677411210529208,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/random/sample_0007.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/latents/latent_0007.npy,n100_k10,20251126
8,random_pfode,0.9315176074706384,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/random/sample_0008.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/latents/latent_0008.npy,n100_k10,20251126
9,random_pfode,0.7028084802434824,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/random/sample_0009.pdb,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/random_pfode/runs/paired_latents/seed_20251126/latents/latent_0009.npy,n100_k10,20251126
