sample_index,sample_seed,run_seed,tm_score,structure,rank,selected
20,3041054742,799272582,0.4565780764519153,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0020/sample_0020.pdb,30,False
9,3041054731,799272582,0.45615481458235785,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0009/sample_0009.pdb,31,False
16,3041054738,799272582,0.4560431798442969,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0016/sample_0016.pdb,32,False
26,3041054748,799272582,0.455603160255549,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0026/sample_0026.pdb,33,False
4,3041054726,799272582,0.4544290749384287,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0004/sample_0004.pdb,34,False
44,3041054766,799272582,0.454143968896719,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0044/sample_0044.pdb,35,False
6,3041054728,799272582,0.4538354728623053,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0006/sample_0006.pdb,36,False
18,3041054740,799272582,0.4532688888866101,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0018/sample_0018.pdb,37,False
19,3041054741,799272582,0.4526950397630979,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0019/sample_0019.pdb,38,False
1,3041054723,799272582,0.4526869862561271,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0001/sample_0001.pdb,39,False
39,3041054761,799272582,0.4517147051325947,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0039/sample_0039.pdb,40,False
21,3041054743,799272582,0.4514141174699467,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0021/sample_0021.pdb,41,False
30,3041054752,799272582,0.45115331632257505,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0030/sample_0030.pdb,42,False
14,3041054736,799272582,0.45070976989378725,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0014/sample_0014.pdb,43,False
22,3041054744,799272582,0.4499056191987569,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0022/sample_0022.pdb,44,False
32,3041054754,799272582,0.44956502695302103,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0032/sample_0032.pdb,45,False
25,3041054747,799272582,0.4490986516436099,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0025/sample_0025.pdb,46,False
27,3041054749,799272582,0.44797895781013597,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0027/sample_0027.pdb,47,False
0,3041054722,799272582,0.44459082331892635,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0000/sample_0000.pdb,48,False
15,3041054737,799272582,0.4421568106207605,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0015/sample_0015.pdb,49,False
17,3041054739,799272582,0.43877563841424033,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0017/sample_0017.pdb,50,False
