sample_index,sample_seed,run_seed,tm_score,structure,rank,selected
29,3041054751,799272582,0.8672662817393302,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0029/sample_0029.pdb,1,True
42,3041054764,799272582,0.7638249296861331,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0042/sample_0042.pdb,2,True
38,3041054760,799272582,0.7617096688051175,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0038/sample_0038.pdb,3,True
31,3041054753,799272582,0.7609396354526338,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0031/sample_0031.pdb,4,True
33,3041054755,799272582,0.7539030939304271,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0033/sample_0033.pdb,5,True
34,3041054756,799272582,0.735004897136524,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0034/sample_0034.pdb,6,False
40,3041054762,799272582,0.7270014834239246,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0040/sample_0040.pdb,7,False
48,3041054770,799272582,0.7164493122036116,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0048/sample_0048.pdb,8,False
45,3041054767,799272582,0.7144268241782658,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0045/sample_0045.pdb,9,False
47,3041054769,799272582,0.6780169461270712,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0047/sample_0047.pdb,10,False
13,3041054735,799272582,0.6703103819270211,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0013/sample_0013.pdb,11,False
43,3041054765,799272582,0.6659734337697238,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0043/sample_0043.pdb,12,False
2,3041054724,799272582,0.648093439190281,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0002/sample_0002.pdb,13,False
11,3041054733,799272582,0.6120355318212958,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0011/sample_0011.pdb,14,False
8,3041054730,799272582,0.5968833627473235,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0008/sample_0008.pdb,15,False
12,3041054734,799272582,0.5902663247625299,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0012/sample_0012.pdb,16,False
3,3041054725,799272582,0.5121679963170257,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0003/sample_0003.pdb,17,False
46,3041054768,799272582,0.5114863604029645,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0046/sample_0046.pdb,18,False
37,3041054759,799272582,0.4805544524054176,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0037/sample_0037.pdb,19,False
28,3041054750,799272582,0.472865400472616,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0028/sample_0028.pdb,20,False
7,3041054729,799272582,0.4692701131514004,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0007/sample_0007.pdb,21,False
35,3041054757,799272582,0.4648908246498207,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0035/sample_0035.pdb,22,False
24,3041054746,799272582,0.4646621159243657,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0024/sample_0024.pdb,23,False
23,3041054745,799272582,0.4634885209784155,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0023/sample_0023.pdb,24,False
49,3041054771,799272582,0.46205186411774307,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0049/sample_0049.pdb,25,False
41,3041054763,799272582,0.4609859339912975,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0041/sample_0041.pdb,26,False
10,3041054732,799272582,0.4599265461339802,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0010/sample_0010.pdb,27,False
5,3041054727,799272582,0.45860483330279256,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0005/sample_0005.pdb,28,False
36,3041054758,799272582,0.45845476748632386,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_799272582/samples/sample_0036/sample_0036.pdb,29,False
