sample_index,sample_seed,run_seed,tm_score,structure,inference_precision,batch_seed,batch_start,batch_count,batch_confidence_rank,rank,selected
32,,588726372,0.8078558878995579,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0032/sample_0032.pdb,32,4086151614,32,16,0,1,True
34,,588726372,0.7446272641821851,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0034/sample_0034.pdb,32,4086151614,32,16,2,2,True
35,,588726372,0.7375052760962948,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0035/sample_0035.pdb,32,4086151614,32,16,3,3,True
37,,588726372,0.729930762722007,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0037/sample_0037.pdb,32,4086151614,32,16,5,4,True
64,,588726372,0.7223359289285828,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0064/sample_0064.pdb,32,4086151646,64,16,0,5,True
33,,588726372,0.7040304509923639,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0033/sample_0033.pdb,32,4086151614,32,16,1,6,True
36,,588726372,0.6866235536633559,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0036/sample_0036.pdb,32,4086151614,32,16,4,7,True
48,,588726372,0.6852181207245275,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0048/sample_0048.pdb,32,4086151630,48,16,0,8,True
53,,588726372,0.6718249898009829,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0053/sample_0053.pdb,32,4086151630,48,16,5,9,True
66,,588726372,0.6286409542192423,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0066/sample_0066.pdb,32,4086151646,64,16,2,10,True
0,,588726372,0.6240027717854042,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0000/sample_0000.pdb,32,4086151582,0,16,0,11,False
49,,588726372,0.6231514087600732,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0049/sample_0049.pdb,32,4086151630,48,16,1,12,False
67,,588726372,0.6201096963207133,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0067/sample_0067.pdb,32,4086151646,64,16,3,13,False
65,,588726372,0.6191182787064837,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0065/sample_0065.pdb,32,4086151646,64,16,1,14,False
20,,588726372,0.5780889139565303,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0020/sample_0020.pdb,32,4086151598,16,16,4,15,False
47,,588726372,0.5619689770004392,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0047/sample_0047.pdb,32,4086151614,32,16,15,16,False
85,,588726372,0.5563845922603489,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0085/sample_0085.pdb,32,4086151662,80,16,5,17,False
58,,588726372,0.5494431853738038,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0058/sample_0058.pdb,32,4086151630,48,16,10,18,False
18,,588726372,0.5412928983531806,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0018/sample_0018.pdb,32,4086151598,16,16,2,19,False
51,,588726372,0.5383105181739931,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0051/sample_0051.pdb,32,4086151630,48,16,3,20,False
69,,588726372,0.5380548655997862,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0069/sample_0069.pdb,32,4086151646,64,16,5,21,False
21,,588726372,0.5028324653114136,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0021/sample_0021.pdb,32,4086151598,16,16,5,22,False
1,,588726372,0.5001780094956286,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0001/sample_0001.pdb,32,4086151582,0,16,1,23,False
82,,588726372,0.49841092336196624,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0082/sample_0082.pdb,32,4086151662,80,16,2,24,False
16,,588726372,0.49837486694669014,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0016/sample_0016.pdb,32,4086151598,16,16,0,25,False
80,,588726372,0.498071875087248,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0080/sample_0080.pdb,32,4086151662,80,16,0,26,False
42,,588726372,0.4922938456327727,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0042/sample_0042.pdb,32,4086151614,32,16,10,27,False
10,,588726372,0.4904100067207479,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0010/sample_0010.pdb,32,4086151582,0,16,10,28,False
2,,588726372,0.4819828803993878,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0002/sample_0002.pdb,32,4086151582,0,16,2,29,False
38,,588726372,0.4747701844043163,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0038/sample_0038.pdb,32,4086151614,32,16,6,30,False
19,,588726372,0.4732329972884048,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0019/sample_0019.pdb,32,4086151598,16,16,3,31,False
83,,588726372,0.4704060143609658,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0083/sample_0083.pdb,32,4086151662,80,16,3,32,False
84,,588726372,0.46743682453330915,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0084/sample_0084.pdb,32,4086151662,80,16,4,33,False
41,,588726372,0.4655577027978482,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0041/sample_0041.pdb,32,4086151614,32,16,9,34,False
70,,588726372,0.46348293797128143,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0070/sample_0070.pdb,32,4086151646,64,16,6,35,False
24,,588726372,0.4614920263365588,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/sep09_step1_r5/replicate_588726372/samples/sample_0024/sample_0024.pdb,32,4086151598,16,16,8,36,False
