sample_index,sample_seed,run_seed,tm_score,structure,rank,selected
26,237095718,1693878717,0.8833235740242105,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0026/sample_0026.pdb,1,True
37,237095729,1693878717,0.8023728547999772,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0037/sample_0037.pdb,2,True
27,237095719,1693878717,0.7747557584941167,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0027/sample_0027.pdb,3,True
14,237095706,1693878717,0.7740404975721863,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0014/sample_0014.pdb,4,True
5,237095697,1693878717,0.769389329256522,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0005/sample_0005.pdb,5,True
15,237095707,1693878717,0.7392268707713314,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0015/sample_0015.pdb,6,False
46,237095738,1693878717,0.7390027061571888,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0046/sample_0046.pdb,7,False
23,237095715,1693878717,0.6959972596326534,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0023/sample_0023.pdb,8,False
43,237095735,1693878717,0.6937108141521093,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0043/sample_0043.pdb,9,False
18,237095710,1693878717,0.6671264364518906,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0018/sample_0018.pdb,10,False
7,237095699,1693878717,0.6643912813286881,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0007/sample_0007.pdb,11,False
30,237095722,1693878717,0.6632893856624418,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0030/sample_0030.pdb,12,False
24,237095716,1693878717,0.5957980648465216,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0024/sample_0024.pdb,13,False
1,237095693,1693878717,0.585384842123617,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0001/sample_0001.pdb,14,False
19,237095711,1693878717,0.524519943233868,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0019/sample_0019.pdb,15,False
4,237095696,1693878717,0.5021428495229152,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0004/sample_0004.pdb,16,False
31,237095723,1693878717,0.4996546812242624,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0031/sample_0031.pdb,17,False
44,237095736,1693878717,0.4874416725339855,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0044/sample_0044.pdb,18,False
34,237095726,1693878717,0.4843172755309053,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0034/sample_0034.pdb,19,False
40,237095732,1693878717,0.47896257433663664,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0040/sample_0040.pdb,20,False
25,237095717,1693878717,0.4742856149212992,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k5_n50/best_k_of_n/runs/n50_k5_run01/replicate_1693878717/samples/sample_0025/sample_0025.pdb,21,False
