sample_index,sample_seed,run_seed,tm_score,structure,inference_precision,batch_seed,batch_start,batch_count,batch_confidence_rank,rank,selected
0,,1869680097,0.8549649212582895,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0000/sample_0000.pdb,32,543180892,0,16,0,1,True
1,,1869680097,0.8451146687176081,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0001/sample_0001.pdb,32,543180892,0,16,1,2,True
32,,1869680097,0.8095333624808931,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0032/sample_0032.pdb,32,543180924,32,16,0,3,True
64,,1869680097,0.7702425246556118,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0064/sample_0064.pdb,32,543180956,64,16,0,4,True
3,,1869680097,0.7665226652796976,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0003/sample_0003.pdb,32,543180892,0,16,3,5,True
5,,1869680097,0.7509092912479952,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0005/sample_0005.pdb,32,543180892,0,16,5,6,True
2,,1869680097,0.7487869582897746,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0002/sample_0002.pdb,32,543180892,0,16,2,7,True
16,,1869680097,0.7415852644620284,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0016/sample_0016.pdb,32,543180908,16,16,0,8,True
81,,1869680097,0.7413758966359194,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0081/sample_0081.pdb,32,543180972,80,16,1,9,True
17,,1869680097,0.7411221036884061,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0017/sample_0017.pdb,32,543180908,16,16,1,10,True
20,,1869680097,0.7350380891003183,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0020/sample_0020.pdb,32,543180908,16,16,4,11,False
48,,1869680097,0.7203860378475935,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0048/sample_0048.pdb,32,543180940,48,16,0,12,False
82,,1869680097,0.7182057627556029,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0082/sample_0082.pdb,32,543180972,80,16,2,13,False
19,,1869680097,0.7132223215041441,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0019/sample_0019.pdb,32,543180908,16,16,3,14,False
4,,1869680097,0.7101500248639009,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0004/sample_0004.pdb,32,543180892,0,16,4,15,False
33,,1869680097,0.7048175478762816,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0033/sample_0033.pdb,32,543180924,32,16,1,16,False
65,,1869680097,0.6933385920423141,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0065/sample_0065.pdb,32,543180956,64,16,1,17,False
83,,1869680097,0.6916081890657054,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0083/sample_0083.pdb,32,543180972,80,16,3,18,False
34,,1869680097,0.6864465061707322,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_1869680097/samples/sample_0034/sample_0034.pdb,32,543180924,32,16,2,19,False
