seed,N,K,mean_of_K,max_of_K
2139874892,100,10,0.9188015585630579,0.9458342760147674
1269247094,100,10,0.9357507227267684,0.939386807442466
1326055816,100,10,0.801612343877483,0.8437635520758094
588726372,100,10,0.8715239604216599,0.9054639460115812
1544345179,100,10,0.9146680358252475,0.9196938265668041
