sample_index,sample_seed,run_seed,tm_score,structure,inference_precision,batch_seed,batch_start,batch_count,batch_confidence_rank,rank,selected
32,,70118930,0.8674259881352395,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_70118930/samples/sample_0032/sample_0032.pdb,32,3799265948,32,16,0,1,True
0,,70118930,0.8598347990056155,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_70118930/samples/sample_0000/sample_0000.pdb,32,3799265916,0,16,0,2,True
64,,70118930,0.8283980747803218,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_70118930/samples/sample_0064/sample_0064.pdb,32,3799265980,64,16,0,3,True
49,,70118930,0.8029727313228915,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_70118930/samples/sample_0049/sample_0049.pdb,32,3799265964,48,16,1,4,True
17,,70118930,0.798231167204084,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_70118930/samples/sample_0017/sample_0017.pdb,32,3799265932,16,16,1,5,True
34,,70118930,0.7875415522498234,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_70118930/samples/sample_0034/sample_0034.pdb,32,3799265948,32,16,2,6,True
33,,70118930,0.7841635743248689,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_70118930/samples/sample_0033/sample_0033.pdb,32,3799265948,32,16,1,7,True
2,,70118930,0.7761400889752066,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_70118930/samples/sample_0002/sample_0002.pdb,32,3799265916,0,16,2,8,True
16,,70118930,0.7746351185226028,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_70118930/samples/sample_0016/sample_0016.pdb,32,3799265932,16,16,0,9,True
96,,70118930,0.7704420906870962,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_70118930/samples/sample_0096/sample_0096.pdb,32,3799266012,96,4,0,10,True
18,,70118930,0.76953389108462,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_70118930/samples/sample_0018/sample_0018.pdb,32,3799265932,16,16,2,11,False
80,,70118930,0.763386348767709,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/n100_k10_20260908_122004/replicate_70118930/samples/sample_0080/sample_0080.pdb,32,3799265996,80,16,0,12,False
