sample_index,sample_seed,run_seed,tm_score,structure,inference_precision,batch_seed,batch_start,batch_count,batch_confidence_rank,rank,selected
76,,538588060,0.7793296516812303,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/batch4_trial01/replicate_538588060/samples/sample_0076/sample_0076.pdb,32,776971257,76,4,0,1,True
44,,538588060,0.7732406775202878,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/batch4_trial01/replicate_538588060/samples/sample_0044/sample_0044.pdb,32,776971225,44,4,0,2,True
0,,538588060,0.7727188403470666,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/batch4_trial01/replicate_538588060/samples/sample_0000/sample_0000.pdb,32,776971181,0,4,0,3,True
56,,538588060,0.7681189467365566,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/batch4_trial01/replicate_538588060/samples/sample_0056/sample_0056.pdb,32,776971237,56,4,0,4,True
12,,538588060,0.7659825141615081,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/batch4_trial01/replicate_538588060/samples/sample_0012/sample_0012.pdb,32,776971193,12,4,0,5,True
96,,538588060,0.7475388758658368,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/batch4_trial01/replicate_538588060/samples/sample_0096/sample_0096.pdb,32,776971277,96,4,0,6,True
98,,538588060,0.7434648104312972,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/batch4_trial01/replicate_538588060/samples/sample_0098/sample_0098.pdb,32,776971277,96,4,2,7,True
60,,538588060,0.7415373235320725,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/batch4_trial01/replicate_538588060/samples/sample_0060/sample_0060.pdb,32,776971241,60,4,0,8,True
48,,538588060,0.7409440322057113,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/batch4_trial01/replicate_538588060/samples/sample_0048/sample_0048.pdb,32,776971229,48,4,0,9,True
4,,538588060,0.7356255230494323,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/batch4_trial01/replicate_538588060/samples/sample_0004/sample_0004.pdb,32,776971185,4,4,0,10,True
97,,538588060,0.7316223470115102,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/batch4_trial01/replicate_538588060/samples/sample_0097/sample_0097.pdb,32,776971277,96,4,1,11,False
68,,538588060,0.7255704505600721,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k10_n100/best_k_of_n/runs/batch4_trial01/replicate_538588060/samples/sample_0068/sample_0068.pdb,32,776971249,68,4,0,12,False
