sample_index,sample_seed,run_seed,tm_score,structure,inference_precision,batch_seed,batch_start,batch_count,batch_confidence_rank,rank,selected
16,,1559808369,0.8137020131215587,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0016/sample_0016.pdb,32,1185965384,16,4,0,1,True
11,,1559808369,0.7893211798945449,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0011/sample_0011.pdb,32,1185965376,8,8,3,2,True
8,,1559808369,0.7663105082505954,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0008/sample_0008.pdb,32,1185965376,8,8,0,3,False
10,,1559808369,0.7499972824992464,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0010/sample_0010.pdb,32,1185965376,8,8,2,4,False
0,,1559808369,0.7341784544476421,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0000/sample_0000.pdb,32,1185965368,0,8,0,5,False
17,,1559808369,0.7306203344572798,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0017/sample_0017.pdb,32,1185965384,16,4,1,6,False
9,,1559808369,0.7128987594410622,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0009/sample_0009.pdb,32,1185965376,8,8,1,7,False
2,,1559808369,0.6195357890960371,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0002/sample_0002.pdb,32,1185965368,0,8,2,8,False
1,,1559808369,0.6099497234821929,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0001/sample_0001.pdb,32,1185965368,0,8,1,9,False
13,,1559808369,0.5668331677307007,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0013/sample_0013.pdb,32,1185965376,8,8,5,10,False
19,,1559808369,0.48699425731220064,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0019/sample_0019.pdb,32,1185965384,16,4,3,11,False
4,,1559808369,0.46773825927113716,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0004/sample_0004.pdb,32,1185965368,0,8,4,12,False
3,,1559808369,0.4672238666776675,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0003/sample_0003.pdb,32,1185965368,0,8,3,13,False
15,,1559808369,0.46488407629219,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0015/sample_0015.pdb,32,1185965376,8,8,7,14,False
12,,1559808369,0.45813378695590523,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0012/sample_0012.pdb,32,1185965376,8,8,4,15,False
6,,1559808369,0.4562178390542123,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0006/sample_0006.pdb,32,1185965368,0,8,6,16,False
5,,1559808369,0.455862476189303,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0005/sample_0005.pdb,32,1185965368,0,8,5,17,False
18,,1559808369,0.45385603943353076,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0018/sample_0018.pdb,32,1185965384,16,4,2,18,False
7,,1559808369,0.44957196457325427,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0007/sample_0007.pdb,32,1185965368,0,8,7,19,False
14,,1559808369,0.4425608504019071,/mnt/SSD3/Chase/budgetting O3/outputs/1cll/k2_n20/best_k_of_n/runs/batch8_trial02/replicate_1559808369/samples/sample_0014/sample_0014.pdb,32,1185965376,8,8,6,20,False
